"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"473","my vision for my data platform team is to eventually have someone who just focuses on making the analytics dev expe… https://t.co/mJBc8TJJzl",FALSE,17,NA,2022-04-22 18:15:38,TRUE,NA,"1517567820829237248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emilyhawkins__",0,FALSE,FALSE,NA,NA
"474","RT @VizWizBI: Join me Tuesday at 4:30pm BST/11:30am EST for a live chat with @ReadySetData, founder of the Community project Back to Viz Ba…",FALSE,0,NA,2022-04-22 18:15:37,FALSE,NA,"1517567820028129287",NA,"<a href=""https://cinchtweet.com"" rel=""nofollow"">CinchTweet Even</a>","ProjectConsult5",2,TRUE,FALSE,NA,NA
"475","#ai #ml #artificialintelligence #machinelearning #datascience #bigdata #analytics #blockchain #tech #data… https://t.co/94F5ATHDnz",FALSE,0,NA,2022-04-22 18:15:31,TRUE,NA,"1517567792496754692",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","cuongcz",0,FALSE,FALSE,NA,NA
"476","Daily US Covid Deaths by County For TN   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts… https://t.co/P6uWjDDGlp",FALSE,1,NA,2022-04-22 18:15:28,TRUE,NA,"1517567779502624768",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"477","Customer data and research are vital building blocks for successful customer relationships. Use market research, da… https://t.co/ol9NzlR4uG",FALSE,0,NA,2022-04-22 18:15:06,TRUE,NA,"1517567687521710081",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","tradepresssvcs",0,FALSE,FALSE,NA,NA
"478","How can #data and #analytics lay the foundation for more human brand experiences? Download @Merkle’s new ebook, Set… https://t.co/xjjE1GNWqH",FALSE,0,NA,2022-04-22 18:15:02,TRUE,NA,"1517567671499378688",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","CardinalPath",0,FALSE,FALSE,NA,NA
"479","@RSolisByx @DJNYCNY @BrettAM84 Been my main issue with 90% of the analytics out there for a while. Bad, out of date… https://t.co/K0FJCaB5VZ",FALSE,2,"RSolisByx",2022-04-22 18:14:32,TRUE,"1517529416242499585","1517567544437231622","516937739","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheKeyNotesNYC",0,FALSE,FALSE,NA,NA
"480","RT @RidwanOdunlami2: Are you still afraid of investing in crypto because you are not a data analyst or not into Tech?

By using TOBASE you…",FALSE,0,NA,2022-04-22 18:14:30,FALSE,NA,"1517567535171919872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ilovereggies",83,TRUE,FALSE,NA,NA
"481","RT @AWS_Partners: Scalable &amp; rapid ERP analytics with @PalantirTech HyperAuto on #AWS: https://t.co/FFbADYt2Sr https://t.co/ajlnbC5tlZ",FALSE,0,NA,2022-04-22 18:14:15,FALSE,NA,"1517567473238876160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GadioOumoul",14,TRUE,FALSE,NA,NA
"482","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 18:14:00,FALSE,NA,"1517567412295634945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JioTheZoe",86,TRUE,FALSE,NA,NA
"483","RT @Sheraj99: Data Science Cheat-Sheet 2.0. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #Tens…",FALSE,0,NA,2022-04-22 18:14:00,FALSE,NA,"1517567409464524800",NA,"<a href=""http://www.korzenowski.com"" rel=""nofollow"">Meu primeiro bot </a>","qualystat",17,TRUE,FALSE,NA,NA
"484","Daily US Covid Deaths by County For SD   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts… https://t.co/CSjvM5qzhD",FALSE,2,NA,2022-04-22 18:13:01,TRUE,NA,"1517567164722532354",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"485","RT @WhitbyChamber: The next mMornings event is May 31st at the WCC office. My Main Street Local Business Accelerator Program experts will o…",FALSE,0,NA,2022-04-22 18:12:40,FALSE,NA,"1517567073479704578",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WhitbyEcDev",0,TRUE,FALSE,NA,NA
"486","RT @njoyflyfishing: Daily US Covid Deaths by County For SD   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts #datav…",FALSE,0,NA,2022-04-22 18:12:27,FALSE,NA,"1517567020648255490",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"487","Build #dashboards using your #AzureSynapseAnalytics (formerly #AzureSQLDataWarehouse) data with attractive… https://t.co/tCTQytCZXe",FALSE,0,NA,2022-04-22 18:12:05,TRUE,NA,"1517566926733647875",NA,"<a href=""https://app.agorapulse.com"" rel=""nofollow"">Agorapulse app</a>","BoldBITeam",0,FALSE,FALSE,NA,NA
"488","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 18:11:58,FALSE,NA,"1517566899806220289",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anika56976976",86,TRUE,FALSE,NA,NA
"489","RT @njoyflyfishing: Daily US Covid Deaths by County For SC   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts #datav…",FALSE,0,NA,2022-04-22 18:11:49,FALSE,NA,"1517566863596740611",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"490","RT @njoyflyfishing: Daily US Covid Deaths by County For SC   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts #datav…",FALSE,0,NA,2022-04-22 18:11:27,FALSE,NA,"1517566771045281794",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"491","@rondonstreams bro the course is well worth it. Gives you an overview of the whole process of the entire data analy… https://t.co/h7yA16cAli",FALSE,1,"rondonstreams",2022-04-22 18:11:21,TRUE,"1517546632853733376","1517566743920660481","1016642215395975168","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SMEGGYTOE",0,FALSE,FALSE,NA,NA
"492","RT @arangodb: You'll be seeing a lot more of ArangoDB in 2022 😎

Join CTO @joerg_schad in NYC on April 21st, 2022, for an overview of Graph…",FALSE,0,NA,2022-04-22 18:11:19,FALSE,NA,"1517566735510999040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","alsargent",1,TRUE,FALSE,NA,NA
"493","RT @clouddatasummit: Big Companies Are Embracing Analytics, But Most Still Don’t Have a Data-Driven Culture
https://t.co/NR3KIFPvHw",FALSE,0,NA,2022-04-22 18:11:05,FALSE,NA,"1517566678862897155",NA,"<a href=""https://socialbee.io/"" rel=""nofollow"">SocialBee.io v2</a>","clouddatasummit",31,TRUE,FALSE,NA,NA
"494","RT @njoyflyfishing: Daily US Covid Deaths by County For RI   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts #datav…",FALSE,0,NA,2022-04-22 18:10:45,FALSE,NA,"1517566593164881920",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"495","and of course my best to all the #data #Analytics #BusinessIntelligence #planning and #PerformanceManagement softwa… https://t.co/wsdnnxdx5p",FALSE,2,"chrisvonsimson",2022-04-22 18:10:42,TRUE,"1517565996957110273","1517566579608805377","17100267","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","chrisvonsimson",1,FALSE,FALSE,NA,NA
"496","Daily US Covid Deaths by County For SD   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts… https://t.co/aeuS1GdPTG",FALSE,1,NA,2022-04-22 18:10:33,TRUE,NA,"1517566542237474816",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"497","EDM Council is committed to driving best practices around #ESG data and analytics. Check out our ESG page and our E… https://t.co/3G5cRniMLv",FALSE,0,NA,2022-04-22 18:09:37,TRUE,NA,"1517566307767668737",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","edmcouncil",0,FALSE,FALSE,NA,NA
"498","Daily US Covid Deaths by County For SC   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts… https://t.co/StDNc9DThe",FALSE,1,NA,2022-04-22 18:08:55,TRUE,NA,"1517566133049565185",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"499","@RowzatS We also used to have great data analytics thanks to @dhmontgomery from @MPRnews but they lured him out of… https://t.co/AeghUJYFWl",FALSE,0,"MoreauGabarain",2022-04-22 18:08:50,TRUE,"1517557955561992192","1517566108827533312","1066334352571842560","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MoreauGabarain",0,FALSE,FALSE,NA,NA
"500","RT @NFLFootballOps: Simon Fraser University (@SFU) graduate students Robyn, Ryker, Brendan and Elijah are the next team of #BigDataBowl fin…",FALSE,0,NA,2022-04-22 18:08:08,FALSE,NA,"1517565936261246976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BenMinaker",5,TRUE,FALSE,NA,NA
"501","@marktenenholtz A major international energy company started a collaboration with me and some colleagues.

I'm resp… https://t.co/18PU07oFHa",FALSE,2,"marktenenholtz",2022-04-22 18:08:05,TRUE,"1517473318743384073","1517565920968904707","1186043355710545920","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leocbezerra",0,FALSE,FALSE,NA,NA
"502","The #cloud has become a cornerstone of modern IT environments (especially since pandemic-related #WFH mandates)—so,… https://t.co/LiC06eyuQW",FALSE,0,NA,2022-04-22 18:08:04,TRUE,NA,"1517565918469050369",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","esg_global",0,FALSE,FALSE,NA,NA
"503","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 18:07:16,FALSE,NA,"1517565718258196481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Laid_DHill",86,TRUE,FALSE,NA,NA
"504","Daily US Covid Deaths by County For SC   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts… https://t.co/RQD05hVEtl",FALSE,1,NA,2022-04-22 18:07:06,TRUE,NA,"1517565673685217287",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"505","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 18:07:04,FALSE,NA,"1517565666374877185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SylviaB96106855",86,TRUE,FALSE,NA,NA
"506","As supply chains continue to build more data, the adoption of IoT technology and predictive analytics to capture an… https://t.co/fFCwHG57S8",FALSE,0,NA,2022-04-22 18:06:45,TRUE,NA,"1517565584615088128",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","VAIsoftware",0,FALSE,FALSE,NA,NA
"507","RT @edkwedar: VAE: How to Employ #NeuralNetworks to Generate New Images @SaulDobilas | 
#BigData #Analytics #DataScience #AI #MachineLearni…",FALSE,0,NA,2022-04-22 18:06:40,FALSE,NA,"1517565564440428544",NA,"<a href=""https://junubhost.com"" rel=""nofollow"">manzu</a>","mahnzu",11,TRUE,FALSE,NA,NA
"508","RT @antgrasso: To harness the most from Artificial Intelligence (AI), you need data governance and advanced analytics to foster an intellig…",FALSE,0,NA,2022-04-22 18:05:47,FALSE,NA,"1517565344235220992",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ascentt",67,TRUE,FALSE,NA,NA
"509","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 18:05:45,FALSE,NA,"1517565334731079687",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adeolu315",86,TRUE,FALSE,NA,NA
"510","RT @GYPOTech: Meet Ai-Da, The World’s 1st Robot Artist

➖➖➖➖
#AI #Robot #DataScience #BigData #Analytics #Data #Robotics #Digital #tech #5G…",FALSE,0,NA,2022-04-22 18:05:38,FALSE,NA,"1517565307409379329",NA,"<a href=""https://hubofco.de"" rel=""nofollow"">hubofml</a>","hubofml",11,TRUE,FALSE,NA,NA
"511","Join me Tuesday at 4:30pm BST/11:30am EST for a live chat with @ReadySetData, founder of the Community project Back… https://t.co/iV4em6GKAW",FALSE,10,NA,2022-04-22 18:05:37,TRUE,NA,"1517565299394068480",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VizWizBI",2,FALSE,FALSE,NA,NA
"512","RT @GYPOTech: Meet Ai-Da, The World’s 1st Robot Artist

➖➖➖➖
#AI #Robot #DataScience #BigData #Analytics #Data #Robotics #Digital #tech #5G…",FALSE,0,NA,2022-04-22 18:05:33,FALSE,NA,"1517565284076376064",NA,"<a href=""https://twitter.com/codedailybot"" rel=""nofollow"">codedailybot</a>","codedailybot",11,TRUE,FALSE,NA,NA
"513","RT @GYPOTech: Meet Ai-Da, The World’s 1st Robot Artist

➖➖➖➖
#AI #Robot #DataScience #BigData #Analytics #Data #Robotics #Digital #tech #5G…",FALSE,0,NA,2022-04-22 18:05:33,FALSE,NA,"1517565284009365505",NA,"<a href=""https://twitter.com/codedailybot"" rel=""nofollow"">codedailybot</a>","codedailybot",11,TRUE,FALSE,NA,NA
"514","RT @GYPOTech: Meet Ai-Da, The World’s 1st Robot Artist

➖➖➖➖
#AI #Robot #DataScience #BigData #Analytics #Data #Robotics #Digital #tech #5G…",FALSE,0,NA,2022-04-22 18:05:33,FALSE,NA,"1517565283992547328",NA,"<a href=""https://twitter.com/codedailybot"" rel=""nofollow"">codedailybot</a>","codedailybot",11,TRUE,FALSE,NA,NA
"515","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 18:05:16,FALSE,NA,"1517565212920012805",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kezsznn",86,TRUE,FALSE,NA,NA
"516","Evolving Your Marketing Organization to Apply Data And Insights With Impact https://t.co/uwwMTBAnrj Great read by o… https://t.co/rFtL68y33A",FALSE,0,NA,2022-04-22 18:05:08,TRUE,NA,"1517565181613674496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GBKCollective",0,FALSE,FALSE,NA,NA
"517","RT @GYPOTech: Meet Ai-Da, The World’s 1st Robot Artist

➖➖➖➖
#AI #Robot #DataScience #BigData #Analytics #Data #Robotics #Digital #tech #5G…",FALSE,0,NA,2022-04-22 18:05:04,FALSE,NA,"1517565161946722307",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YorkshireHldgs",11,TRUE,FALSE,NA,NA
"518","In this new blog post, Tom Davenport argues that organizations need to adopt a product focus for analytics and AI t… https://t.co/GFn4Eo3Qv2",FALSE,0,NA,2022-04-22 18:05:03,TRUE,NA,"1517565158733799426",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","iianalytics",0,FALSE,FALSE,NA,NA
"519","RT @AWS_Partners: Scalable &amp; rapid ERP analytics with @PalantirTech HyperAuto on #AWS: https://t.co/FFbADYt2Sr https://t.co/ajlnbC5tlZ",FALSE,0,NA,2022-04-22 18:04:47,FALSE,NA,"1517565091054764032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","glumelily",14,TRUE,FALSE,NA,NA
"520","Top 8 customer data platforms. Which one is the best? Click below to find out:

https://t.co/gJTPn6zoiz… https://t.co/u5i7mXZERi",FALSE,1,NA,2022-04-22 18:04:46,TRUE,NA,"1517565088890302465",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","CIOonline",1,FALSE,FALSE,NA,NA
"521","Excited to share that @TreasureData has been named a finalist for two 2022 @CODiEAwards  - Best #CDP &amp; Best Big Dat… https://t.co/PMQqPvgvNE",FALSE,0,NA,2022-04-22 18:04:43,TRUE,NA,"1517565073073483776",NA,"<a href=""http://postbeyond.com"" rel=""nofollow"">PostBeyond</a>","SJBlackBelt",0,FALSE,FALSE,NA,NA
"522","RT @nftgoio: NFTGo’s Homepage Got a New Face! 

Updates include
- Completely updated Analytics Section
- We've added a ""Barometer"" to the h…",FALSE,0,NA,2022-04-22 18:04:40,FALSE,NA,"1517565062780788740",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MetaGrlz",16,TRUE,FALSE,NA,NA
"523","RT @GYPOTech: Meet Ai-Da, The World’s 1st Robot Artist

➖➖➖➖
#AI #Robot #DataScience #BigData #Analytics #Data #Robotics #Digital #tech #5G…",FALSE,0,NA,2022-04-22 18:04:17,FALSE,NA,"1517564967016271873",NA,"<a href=""https://gofugly.in"" rel=""nofollow"">goaidev.com</a>","GoaiDev",11,TRUE,FALSE,NA,NA
"524","Meet Ai-Da, The World’s 1st Robot Artist

➖➖➖➖
#AI #Robot #DataScience #BigData #Analytics #Data #Robotics #Digital… https://t.co/c2niBA8g6P",FALSE,7,NA,2022-04-22 18:04:12,TRUE,NA,"1517564943482208257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GYPOTech",11,FALSE,FALSE,NA,NA
"525","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 18:04:06,FALSE,NA,"1517564917821362176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","foscraft",86,TRUE,FALSE,NA,NA
"526","(4/?) But there are some use cases for table scans: analytics. What then? Duplicate data for particular queries. Ye… https://t.co/e9UALukSq0",FALSE,8,"redacted_noah",2022-04-22 18:04:02,TRUE,"1517564902919049219","1517564904257081344","1391130525688078337","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","redacted_noah",0,FALSE,FALSE,NA,NA
"527","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 18:03:31,FALSE,NA,"1517564773692493824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pearl_Adamz",86,TRUE,FALSE,NA,NA
"528","RT @apmurray123: How data from IoT devices is changing supply chain analytics
A variety of…

 #IT #CIO #data #bigdata #tech #cybersecurity…",FALSE,0,NA,2022-04-22 18:03:23,FALSE,NA,"1517564740507414528",NA,"<a href=""https://homeinc.com"" rel=""nofollow"">forRetweeting</a>","CyberSecurityN8",2,TRUE,FALSE,NA,NA
"529","RT @apmurray123: How data from IoT devices is changing supply chain analytics
A variety of…

 #IT #CIO #data #bigdata #tech #cybersecurity…",FALSE,0,NA,2022-04-22 18:03:20,FALSE,NA,"1517564727647678465",NA,"<a href=""https://ho.com"" rel=""nofollow"">auto is the only way it can be </a>","sectest9",2,TRUE,FALSE,NA,NA
"530","RT @jmefromtheblock: I GOT THE JOB!! 🥳🙏🏼

On November 23rd I began my Google Data Analytics course. I completed and received my certificate…",FALSE,0,NA,2022-04-22 18:03:09,FALSE,NA,"1517564682583912451",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","undauntedbeing",86,TRUE,FALSE,NA,NA
"531","RT @sonu_monika: 95% of organizations are now practicing open innovation https://t.co/Oj5QZ5xna9 #AI #DataScience #Python #Programming #Clo…",FALSE,0,NA,2022-04-22 18:03:09,FALSE,NA,"1517564681438711808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RitikaG69283079",15,TRUE,FALSE,NA,NA
"532","RT @sonu_monika: Measuring learning outcomesof datathons  https://t.co/qG0VU4Reqp #AI #DataScience #Python #Programming #CloudComputing #An…",FALSE,0,NA,2022-04-22 18:02:45,FALSE,NA,"1517564578787254272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RitikaG69283079",21,TRUE,FALSE,NA,NA
"533","RT @njoyflyfishing: Daily US Covid Deaths by County For PA   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts #datav…",FALSE,0,NA,2022-04-22 18:02:27,FALSE,NA,"1517564503843606528",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"534","Daily US Covid Deaths by County For RI   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts… https://t.co/9W1L9Cy44g",FALSE,1,NA,2022-04-22 18:02:23,TRUE,NA,"1517564486055432192",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"535","Utilizing Icimo Analytics by Cherry Bekaert helped @PGCMLS build out @tableau dashboards to harness data resulting… https://t.co/nyavyvgTsl",FALSE,0,NA,2022-04-22 18:02:22,TRUE,NA,"1517564482670804996",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","CherryBekaert",0,FALSE,FALSE,NA,NA
"536","RT @njoyflyfishing: Daily US Covid Deaths by County For PA   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts #datav…",FALSE,0,NA,2022-04-22 18:02:03,FALSE,NA,"1517564405126467595",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"537","“When you judge another, you do not define them, you define yourself.”
#Identitygram#Business#UK#Lonodon#Startup#Da… https://t.co/t4OKt9lqeW",FALSE,0,NA,2022-04-22 18:01:58,TRUE,NA,"1517564383324430337",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","IdentityGram",0,FALSE,FALSE,NA,NA
"538","RT @_Dee_jat: Bagged @udacity Nanodegree because that’s how stars do 👍

I learnt how to 
-Clean up my data 
-Properly interpret a data set…",FALSE,0,NA,2022-04-22 18:01:54,FALSE,NA,"1517564364739383296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hotgirlbanks_",14,TRUE,FALSE,NA,NA
"539","RT @njoyflyfishing: Daily US Covid Deaths by County For OR   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts #datav…",FALSE,0,NA,2022-04-22 18:01:52,FALSE,NA,"1517564356153782273",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"540","Here are the top 10 trends we've uncovered from our research into Data Management &amp; Analytics in the enterprise.… https://t.co/lBDZEIyczV",FALSE,0,NA,2022-04-22 18:01:50,TRUE,NA,"1517564349619003394",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","451Alliance",0,FALSE,FALSE,NA,NA
"541","How data from IoT devices is changing supply chain analytics
A variety of…

 #IT #CIO #data #bigdata #tech… https://t.co/aQj7v86VIF",FALSE,0,NA,2022-04-22 18:01:46,TRUE,NA,"1517564333127049216",NA,"<a href=""https://app.agorapulse.com"" rel=""nofollow"">Agorapulse app</a>","apmurray123",2,FALSE,FALSE,NA,NA
"542","what is architecture?
https://t.co/OpLR0sniyE
#art #AIart #machinelearning #deeplearning #MLsoGood… https://t.co/QQM9VqkTTF",FALSE,0,NA,2022-04-22 18:01:42,TRUE,NA,"1517564314638553088",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","next_architects",1,FALSE,FALSE,NA,NA
"543","Apr 22, 2022 How's your #personalization prowess? Here are some common mistakes that brands make &amp; how to solve - c… https://t.co/grZlqaljNb",FALSE,0,NA,2022-04-22 18:01:42,TRUE,NA,"1517564314521116674",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","jmmoran12",0,FALSE,FALSE,NA,NA
"544","SEEKING: Healthcare Data Lead

The MassHealth Office of Analytics is searching for a Healthcare Data Lead.  The ide… https://t.co/g3DswLEic6",FALSE,0,NA,2022-04-22 18:01:36,TRUE,NA,"1517564288491266049",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","MassEOHHSHR",0,FALSE,FALSE,NA,NA
"545","RT @andrew_pinch: #TELx Inception (Feb 27, 2021) to Date Volume and Fees 

Volume is closing in on $886M, and Fees are just shy of $2.3M!…",FALSE,0,NA,2022-04-22 18:01:08,FALSE,NA,"1517564174305349632",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Michael70069484",2,TRUE,FALSE,NA,NA
"546","Just like Alan, Data Engineer at Wizeline, don’t miss the opportunity to learn graph analytics in our upcoming free… https://t.co/izxWp3O9Mq",FALSE,1,NA,2022-04-22 18:01:07,TRUE,NA,"1517564169658245120",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","WizelineAcademy",0,FALSE,FALSE,NA,NA
"547","RT @njoyflyfishing: Daily US Covid Deaths by County For OK   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts #datav…",FALSE,0,NA,2022-04-22 18:01:02,FALSE,NA,"1517564148950966273",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"548","RT @njoyflyfishing: Daily US Covid Deaths by County For OK   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts #datav…",FALSE,0,NA,2022-04-22 18:00:45,FALSE,NA,"1517564075458412544",NA,"<a href=""https://script.google.com/"" rel=""nofollow"">PHDS bot mark 2</a>","PublicHealthBot",1,TRUE,FALSE,NA,NA
"549","Daily US Covid Deaths by County For PA   2022-04-19:  Latest Covid Insights by Our Analytics Team using USAFacts… https://t.co/3UNjzhzev6",FALSE,1,NA,2022-04-22 18:00:20,TRUE,NA,"1517563972253233152",NA,"<a href=""http://www.suttersmillcapital.com"" rel=""nofollow"">smcapplication</a>","njoyflyfishing",1,FALSE,FALSE,NA,NA
"550","#TELx Inception (Feb 27, 2021) to Date Volume and Fees 

Volume is closing in on $886M, and Fees are just shy of $2… https://t.co/Kb1phOP6B6",FALSE,7,NA,2022-04-22 18:00:01,TRUE,NA,"1517563891655618560",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","andrew_pinch",2,FALSE,FALSE,NA,NA
